id,name,height_ft,height_cm,position,team,season,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_fumbles,passing_first_down,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_first_downs,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_first_downs,total_yards,games,offense_snaps,ypg
431,David Moore,"6'0""",72,WR,TB,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,94,1,0,3,94,6,97,15.67
434,David Njoku,"6'4""",76,TE,CLE,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,81,123,882,6,2,35,882,16,970,55.12
438,David Wells,"6'0""",78,TE,TB,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-10,0,1,1,-10,1,18,-10
441,Davis Allen,"6'0""",78,TE,LA,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,95,1,0,7,95,4,140,23.75
442,Davis Mills,"6'4""",76,QB,HOU,2023,18,39,173,2,0,2,0,12,2,9,0,0,0,0,0,0,0,0,0,182,5,50,36.4
444,Dawson Knox,"6'4""",76,TE,BUF,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,22,36,186,2,0,13,186,10,415,18.6
452,DeAndre Carter,"5'8""",68,WR,LV,2023,0,0,0,0,0,0,0,0,3,18,0,0,2,4,7,39,0,0,0,57,8,71,7.12
453,DeAndre Hopkins,"6'1""",73,WR,TEN,2023,0,1,0,0,0,0,0,0,2,9,0,0,0,75,137,1057,7,0,48,1066,17,758,62.71
463,DeVante Parker,"6'3""",75,WR,NE,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,33,55,394,0,0,17,394,13,580,30.31
464,DeVonta Smith,"6'0""",72,WR,PHI,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,81,112,1066,7,1,47,1066,16,1043,66.62
466,DeeJay Dallas,"5'10""",70,RB,SEA,2023,0,0,0,0,0,1,0,0,10,36,0,0,2,6,9,26,0,0,1,62,10,95,6.2
467,Deebo Samuel,"6'0""",72,WR,SF,2023,0,1,0,0,0,0,0,0,37,225,5,0,13,60,89,892,7,1,34,1117,15,708,74.47
469,Demarcus Robinson,"6'1""",73,WR,LA,2023,0,0,0,0,0,0,0,0,1,23,0,0,1,26,39,371,4,2,20,394,8,353,49.25
470,Demario Douglas,"5'8""",68,WR,NE,2023,0,0,0,0,0,0,0,0,8,41,0,0,2,49,79,561,0,1,26,602,14,481,43
479,Deon Jackson,"6'0""",72,RB,NYG,2023,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,1,2
482,Deonte Harty,"5'0""",66,WR,BUF,2023,0,0,0,0,0,0,0,0,4,0,0,0,0,15,21,150,1,0,9,150,12,140,12.5
485,Derek Carr,"6'3""",75,QB,NO,2023,375,548,3878,25,8,31,5,185,32,40,0,2,4,0,0,0,0,0,0,3918,17,978,230.47
489,Derius Davis,"5'8""",68,WR,LAC,2023,0,0,0,0,0,0,0,0,14,101,0,0,5,15,17,66,0,0,0,167,14,140,11.93
490,Derrick Gore,"5'9""",69,RB,WAS,2023,0,0,0,0,0,0,0,0,3,26,0,0,1,0,0,0,0,0,0,26,2,4,13
491,Derrick Henry,"6'3""",75,RB,TEN,2023,2,3,14,2,0,0,0,2,280,1167,12,0,63,28,36,214,0,0,7,1395,17,558,82.06
494,Deshaun Watson,"6'3""",75,QB,CLE,2023,105,171,1115,7,4,17,3,52,26,142,1,1,10,0,0,0,0,0,0,1257,6,383,209.5
495,Desmond Ridder,"6'3""",75,QB,ATL,2023,249,388,2836,12,12,31,6,136,53,193,5,6,18,1,1,-6,0,0,0,3023,15,850,201.53
497,Deuce Vaughn,"5'0""",66,RB,DAL,2023,0,0,0,0,0,0,0,0,23,40,0,0,1,7,7,40,0,0,1,80,6,61,13.33
499,Deven Thompkins,"5'8""",68,WR,TB,2023,0,0,0,0,0,0,0,0,8,56,0,0,4,17,25,83,1,1,5,139,12,208,11.58
501,Devin Duvernay,"5'11""",71,WR,BAL,2023,0,0,0,0,0,0,0,0,4,15,0,0,0,4,9,18,0,0,0,33,6,99,5.5
503,Devin Singletary,"5'7""",67,RB,HOU,2023,1,1,6,1,0,0,0,1,216,898,4,1,40,30,38,193,0,0,7,1097,17,629,64.53
506,Devine Ozigbo,"6'2""",74,RB,DET,2023,0,0,0,0,0,0,0,0,3,5,0,0,1,1,1,8,0,0,0,13,1,6,13
518,Diontae Johnson,"5'10""",70,WR,PIT,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,51,87,717,5,1,38,717,13,590,55.15
526,Donald Parham,"6'8""",80,TE,LAC,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,27,41,285,4,0,22,285,13,432,21.92
528,Donovan Peoples-Jones,"6'2""",74,WR,DET,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,58,0,0,3,58,6,61,9.67
529,Dontayvion Wicks,"6'1""",73,WR,GB,2023,1,1,14,0,0,0,0,1,1,1,0,0,0,39,58,581,4,3,29,596,15,458,39.73
535,Dorian Thompson-Robinson,"6'2""",74,QB,CLE,2023,60,112,440,1,4,6,1,26,14,65,0,1,4,0,0,0,0,0,0,505,7,209,72.14
539,Drake London,"6'4""",76,WR,ATL,2023,1,1,22,0,0,0,0,1,0,0,0,0,0,69,110,905,2,0,45,927,16,860,57.94
541,Drew Lock,"6'4""",76,QB,SEA,2023,48,76,543,3,3,6,0,20,5,14,0,0,1,0,0,0,0,0,0,557,4,145,139.25
542,Drew Sample,"6'5""",77,TE,CIN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,163,2,0,9,163,14,437,11.64
548,Durham Smythe,"6'0""",78,TE,MIA,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,35,43,366,0,0,22,366,13,655,28.15
554,Dyami Brown,"6'0""",72,WR,WAS,2023,1,1,4,0,0,0,0,0,1,0,0,0,0,12,23,168,1,0,8,172,13,208,13.23
558,Easton Stick,"6'1""",73,QB,LAC,2023,111,174,1129,3,1,14,5,53,27,144,1,0,11,0,0,0,0,0,0,1273,5,320,254.6
566,Elijah Cooks,"6'4""",76,WR,JAX,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,38,0,0,2,38,2,28,19
567,Elijah Dotson,"5'9""",69,RB,LAC,2023,0,0,0,0,0,0,0,0,4,6,0,0,0,2,2,13,0,0,0,19,1,9,19
568,Elijah Higgins,"6'3""",75,TE,ARI,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,163,1,0,9,163,9,165,18.11
570,Elijah Mitchell,"5'10""",70,RB,SF,2023,0,0,0,0,0,0,0,0,75,281,2,0,14,6,8,14,0,0,2,295,11,161,26.82
571,Elijah Moore,"5'10""",70,WR,CLE,2023,0,0,0,0,0,0,0,0,9,11,0,1,2,59,104,640,2,1,29,651,16,897,40.69
574,Emanuel Wilson,"5'11""",71,RB,GB,2023,0,0,0,0,0,0,0,0,14,85,0,0,2,4,5,23,0,0,1,108,5,32,21.6
575,Emari Demercado,"5'9""",69,RB,ARI,2023,0,0,0,0,0,0,0,0,58,284,2,0,12,21,30,119,0,0,4,403,11,280,36.64
578,Equanimeous St. Brown,"6'5""",77,WR,CHI,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,62,0,0,3,62,5,150,12.4
581,Eric Gray,"5'10""",70,RB,NYG,2023,0,0,0,0,0,0,0,0,17,48,0,1,2,6,7,22,0,0,0,70,5,62,14
583,Eric Saubert,"6'5""",77,TE,HOU,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,1,12,3,50,4
586,Erik Ezukanma,"6'2""",74,WR,MIA,2023,0,0,0,0,0,0,0,0,5,22,0,0,1,0,1,0,0,0,0,22,2,29,11
589,Evan Engram,"6'3""",75,TE,JAX,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,114,143,963,4,3,47,963,17,917,56.65
590,Evan Hull,"5'10""",70,RB,IND,2023,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,6,0,0,0,7,1,8,7
592,Ezekiel Elliott,"6'0""",72,RB,NE,2023,0,0,0,0,0,0,0,0,184,642,3,1,33,51,65,313,2,1,12,955,17,539,56.18
596,Foster Moreau,"6'4""",76,TE,NO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,193,1,0,9,193,11,419,17.55
606,Gabe Davis,"6'2""",74,WR,BUF,2023,0,0,0,0,0,0,0,0,1,-2,0,0,0,45,81,746,7,1,34,744,16,0,46.5
608,Gardner Minshew,"6'1""",73,QB,IND,2023,305,490,3305,15,9,34,8,147,34,100,3,0,7,0,0,0,0,0,0,3405,16,0,212.81
612,Garrett Wilson,"6'0""",72,WR,NYJ,2023,0,1,0,0,0,0,0,0,4,0,0,0,1,95,168,1042,3,2,47,1042,17,1008,61.29
614,Gary Brightwell,"6'1""",73,RB,NYG,2023,0,0,0,0,0,0,0,0,9,19,0,0,0,5,7,47,0,0,2,66,3,39,22
618,Geno Smith,"6'3""",75,QB,SEA,2023,323,499,3624,20,9,31,4,169,37,155,1,1,10,1,1,-2,0,0,0,3777,15,906,251.8
619,Geoff Swaim,"6'4""",76,TE,ARI,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,94,0,0,4,94,7,172,13.43
622,George Kittle,"6'4""",76,TE,SF,2023,0,0,0,0,0,0,0,0,1,2,0,0,1,65,90,1020,6,0,42,1022,16,895,63.88
623,George Pickens,"6'3""",75,WR,PIT,2023,0,0,0,0,0,0,0,0,3,18,0,0,2,63,106,1140,5,3,41,1158,17,929,68.12
626,Gerald Everett,"6'3""",75,TE,LAC,2023,0,0,0,0,0,0,0,0,3,10,0,0,0,51,70,411,3,3,25,421,15,572,28.07
631,Giovanni Ricci,"6'3""",75,TE,CAR,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,1,8,2
634,Grant Calcaterra,"6'4""",76,TE,PHI,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,39,0,0,3,39,2,32,19.5
635,Greg Dortch,"5'7""",67,WR,ARI,2023,0,0,0,0,0,0,0,0,1,5,0,0,0,24,41,280,2,0,14,285,9,390,31.67
636,Greg Dulcich,"6'4""",76,TE,DEN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,25,0,0,2,25,2,32,12.5
643,Gunner Olszewski,"6'0""",72,WR,NYG,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
644,Gus Edwards,"6'1""",73,RB,BAL,2023,0,0,0,0,0,0,0,0,198,810,13,2,49,12,13,180,0,1,5,990,17,470,58.24
649,Harrison Bryant,"6'5""",77,TE,CLE,2023,0,0,0,0,0,0,0,0,5,8,0,1,4,13,20,81,3,0,4,89,13,296,6.85
652,Hayden Hurst,"6'4""",76,TE,CAR,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,18,32,184,1,0,7,184,9,318,20.44
657,Hunter Henry,"6'5""",77,TE,NE,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,42,61,419,6,1,29,419,13,618,32.23
659,Hunter Luepke,"6'1""",73,RB,DAL,2023,0,0,0,0,0,0,0,0,6,19,1,0,5,3,4,18,0,0,1,37,6,48,6.17
660,Hunter Renfrow,"5'10""",70,WR,LV,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,25,37,255,0,1,11,255,13,326,19.62
663,Ian Thomas,"6'4""",76,TE,CAR,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,56,0,0,1,56,7,151,8
665,Ihmir Smith-Marsette,"6'1""",73,WR,CAR,2023,0,0,0,0,0,0,0,0,8,74,1,0,4,8,10,51,0,0,5,125,7,94,17.86
666,Irv Smith,"6'2""",74,TE,CIN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,115,1,1,5,115,9,0,12.78
667,Irvin Charles,"6'4""",76,WR,NYJ,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,16,0
675,Isaiah Hodgins,"6'3""",75,WR,NYG,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,21,33,230,3,1,12,230,14,418,16.43
676,Isaiah Likely,"6'4""",76,TE,BAL,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,411,5,0,15,411,13,435,31.62
677,Isaiah McKenzie,"5'8""",68,WR,IND,2023,0,0,0,0,0,0,0,0,3,14,0,0,0,11,14,82,0,0,4,96,9,97,10.67
679,Isaiah Spiller,"6'1""",73,RB,LAC,2023,0,0,0,0,0,0,0,0,37,96,0,0,1,6,6,34,0,0,1,130,9,111,14.44
683,Isiah Pacheco,"5'10""",70,RB,KC,2023,0,0,0,0,0,0,0,0,205,935,7,1,53,44,49,244,2,0,12,1179,14,568,84.21
684,Israel Abanikanda,"5'11""",71,RB,NYJ,2023,0,0,0,0,0,0,0,0,22,70,0,0,3,7,11,43,0,0,2,113,6,77,18.83
692,J.K. Dobbins,"5'10""",70,RB,BAL,2023,0,0,0,0,0,0,0,0,8,22,1,0,1,2,3,15,0,0,0,37,1,30,37
695,Ja'Marr Chase,"6'0""",72,WR,CIN,2023,1,1,-7,0,0,0,0,0,3,-6,0,0,0,100,145,1216,7,1,63,1203,16,890,75.19
699,Jack Stoll,"6'4""",76,TE,PHI,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,38,0,0,2,38,5,168,7.6
704,Jacoby Brissett,"6'4""",76,QB,WAS,2023,18,23,224,3,0,0,0,10,3,19,0,0,0,0,0,0,0,0,0,243,2,43,121.5
709,Jahan Dotson,"5'11""",71,WR,WAS,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,49,83,518,4,0,27,518,17,910,30.47
710,Jahmyr Gibbs,"5'9""",69,RB,DET,2023,0,0,0,0,0,0,0,0,182,945,10,2,42,52,71,316,1,0,20,1261,15,596,84.07
711,Jake Bobo,"6'4""",76,WR,SEA,2023,0,0,0,0,0,0,0,0,1,3,1,0,1,19,25,196,2,0,9,199,14,272,14.21
712,Jake Browning,"6'2""",74,QB,CIN,2023,171,243,1936,12,7,24,3,93,27,127,3,0,12,1,1,-7,0,0,0,2056,9,469,228.44
714,Jake Ferguson,"6'5""",77,TE,DAL,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,71,102,761,5,0,40,761,17,880,44.76
724,Jakobi Meyers,"6'2""",74,WR,LV,2023,2,3,12,1,0,0,0,1,4,24,2,0,3,71,106,807,8,0,46,843,16,903,52.69
725,Jaleel McLaughlin,"5'7""",67,RB,DEN,2023,0,0,0,0,0,0,0,0,76,410,1,0,16,31,36,160,2,0,5,570,17,193,33.53
727,Jalen Brooks,"6'2""",74,WR,DAL,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,64,0,0,4,64,3,39,21.33
729,Jalen Guyton,"6'1""",73,WR,LAC,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,89,1,0,6,89,7,252,12.71
730,Jalen Hurts,"6'1""",73,QB,PHI,2023,352,538,3858,23,15,36,5,185,157,605,15,4,68,0,0,0,0,0,0,4463,17,1103,262.53
731,Jalen Nailor,"6'0""",72,WR,MIN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,29,0,0,1,29,2,84,14.5
732,Jalen Reagor,"5'11""",71,WR,NE,2023,0,0,0,0,0,0,0,0,1,17,0,0,1,7,23,138,0,0,5,155,9,293,17.22
735,Jalen Tolbert,"6'1""",73,WR,DAL,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,22,36,268,2,0,13,268,13,398,20.62
738,Jalin Hyatt,"6'0""",72,WR,NYG,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,23,40,373,0,1,11,373,13,448,28.69
741,Jamaal Williams,"6'0""",72,RB,NO,2023,0,0,0,0,0,0,0,0,106,306,1,1,19,18,20,62,0,0,1,368,13,324,28.31
742,Jamal Agnew,"5'10""",70,WR,JAX,2023,0,0,0,0,0,0,0,0,4,-2,0,0,0,14,21,225,1,1,8,223,8,158,27.88
743,Jameis Winston,"6'4""",76,QB,NO,2023,25,47,264,2,3,2,0,10,5,-6,0,0,0,0,0,0,0,0,0,258,6,75,43
744,James Conner,"6'1""",73,RB,ARI,2023,0,0,0,0,0,0,0,0,208,1040,7,0,57,27,33,165,2,0,11,1205,13,533,92.69
745,James Cook,"5'11""",71,RB,BUF,2023,0,0,0,0,0,0,0,0,237,1122,2,3,53,44,54,445,4,1,16,1567,17,634,92.18
748,James Mitchell,"6'4""",76,TE,DET,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,28,0,0,1,28,2,65,14
750,James Proche,"5'11""",71,WR,CLE,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,53,0
756,Jameson Williams,"6'1""",73,WR,DET,2023,0,0,0,0,0,0,0,0,3,29,1,0,1,24,42,354,2,1,14,383,12,444,31.92
757,Jamison Crowder,"5'9""",69,WR,WAS,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,159,1,0,8,159,7,107,22.71
762,Jared Goff,"6'4""",76,QB,DET,2023,407,605,4575,30,12,30,4,227,32,21,2,2,5,0,0,0,0,0,0,4596,17,1175,270.35
763,Jaren Hall,"6'0""",72,QB,MIN,2023,13,20,168,0,1,4,2,7,6,14,0,0,0,0,0,0,0,0,0,182,3,46,60.67
768,Jarrett Stidham,"6'3""",75,QB,DEN,2023,40,66,496,2,1,7,0,19,9,8,0,1,1,0,0,0,0,0,0,504,2,130,252
771,Jashaun Corbin,"6'0""",72,RB,NYG,2023,0,0,0,0,0,0,0,0,1,1,0,0,1,3,3,12,0,0,1,13,1,15,13
773,Jason Brownlee,"6'2""",74,WR,NYJ,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,56,1,0,2,56,4,256,14
779,Jauan Jennings,"6'3""",75,WR,SF,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,19,33,265,1,0,12,265,12,311,22.08
781,Javonte Williams,"5'10""",70,RB,DEN,2023,0,0,0,0,0,0,0,0,217,774,3,0,41,47,58,228,2,1,10,1002,16,493,62.62
784,Jaxon Smith-Njigba,"6'0""",72,WR,SEA,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,63,93,628,4,0,29,628,17,675,36.94
788,Jayden Reed,"5'11""",71,WR,GB,2023,0,0,0,0,0,0,0,0,11,119,2,0,6,64,94,793,8,0,32,912,16,578,57
791,Jaylen Waddle,"5'10""",70,WR,MIA,2023,0,0,0,0,0,0,0,0,3,12,0,0,1,72,104,1014,4,0,47,1026,14,611,73.29
792,Jaylen Warren,"5'8""",68,RB,PIT,2023,0,0,0,0,0,0,0,0,149,784,4,3,36,61,74,370,0,1,19,1154,17,518,67.88
797,Jeff Driskel,"6'4""",76,QB,CLE,2023,13,26,166,2,2,3,0,8,7,33,0,0,4,0,0,0,0,0,0,199,1,53,199
813,Jeremy Ruckert,"6'5""",77,TE,NYJ,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,151,0,0,6,151,10,250,15.1
816,Jerick McKinnon,"5'9""",69,RB,KC,2023,1,1,4,1,0,0,0,1,21,60,1,0,7,25,32,192,4,0,10,256,12,264,21.33
822,Jerome Ford,"5'10""",70,RB,CLE,2023,0,0,0,0,0,0,0,0,204,813,4,0,33,44,63,319,5,0,16,1132,17,629,66.59
826,Jerry Jeudy,"6'1""",73,WR,DEN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,54,87,758,2,1,28,758,16,662,47.38
827,Jesper Horsted,"6'3""",75,TE,LV,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,4,1,5,4
830,Jimmy Garoppolo,"6'2""",74,QB,LV,2023,110,169,1205,7,9,14,0,60,20,39,0,1,6,0,0,0,0,0,0,1244,7,325,177.71
831,Jimmy Graham,"6'7""",79,TE,NO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,39,4,0,6,39,5,64,7.8
835,Joe Burrow,"6'4""",76,QB,CIN,2023,244,365,2309,15,6,24,2,115,31,88,0,0,9,0,0,0,0,0,0,2397,10,602,239.7
837,Joe Flacco,"6'0""",78,QB,CLE,2023,123,204,1616,13,8,8,3,60,9,2,0,1,3,0,0,0,0,0,0,1618,5,346,323.6
840,Joe Mixon,"6'1""",73,RB,CIN,2023,0,0,0,0,0,0,0,0,257,1034,9,0,59,52,64,376,3,0,14,1410,17,752,82.94
