id,name,height_ft,height_cm,position,team,season,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_fumbles,passing_first_down,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_first_downs,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_first_downs,total_yards,games,offense_snaps,ypg
844,John Bates,"6'0""",78,TE,WAS,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,151,0,0,6,151,14,424,10.79
848,John FitzPatrick,"6'7""",79,TE,ATL,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,0,1,12,1,10,12
858,Johnny Mundt,"6'4""",76,TE,MIN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,172,1,0,8,172,9,167,19.11
866,Jonathan Mingo,"6'2""",74,WR,CAR,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,43,85,418,0,1,15,418,15,909,27.87
868,Jonathan Taylor,"5'10""",70,RB,IND,2023,0,0,0,0,0,0,0,0,169,741,7,1,42,19,23,153,1,0,5,894,10,386,89.4
869,Jonathan Ward,"6'0""",72,RB,TEN,2023,0,0,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,11,1,3,11
870,Jonathan Williams,"6'0""",72,RB,WAS,2023,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,1,0,0,0,0,-2,1,13,-2
871,Jonnu Smith,"6'3""",75,TE,ATL,2023,0,1,0,0,0,0,0,0,1,0,0,0,0,50,70,582,3,1,26,582,15,604,38.8
872,Jordan Addison,"5'11""",71,WR,MIN,2023,0,0,0,0,0,0,0,0,1,2,0,0,0,70,108,911,10,0,38,913,17,921,53.71
873,Jordan Akins,"6'4""",76,TE,CLE,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,132,0,0,6,132,13,188,10.15
877,Jordan Love,"6'4""",76,QB,GB,2023,372,579,4159,32,11,30,5,209,50,247,4,4,16,0,0,0,0,0,0,4406,17,1083,259.18
878,Jordan Mason,"5'11""",71,RB,SF,2023,0,0,0,0,0,0,0,0,40,206,3,0,13,3,4,31,0,0,1,237,9,94,26.33
879,Jordan Mims,"6'0""",72,RB,NO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0
894,Josh Allen,"6'5""",77,QB,BUF,2023,385,579,4306,29,18,24,2,199,111,524,15,4,57,0,0,0,0,0,0,4830,17,1126,284.12
898,Josh Downs,"5'9""",69,WR,IND,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,68,98,771,2,0,30,771,17,788,45.35
905,Josh Jacobs,"5'10""",70,RB,LV,2023,0,0,0,0,0,1,0,0,233,805,6,2,34,37,54,296,0,1,15,1101,13,600,84.69
910,Josh Oliver,"6'5""",77,TE,MIN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,213,2,1,12,213,12,336,17.75
911,Josh Palmer,"6'1""",73,WR,LAC,2023,0,0,0,0,0,0,0,0,1,6,0,0,0,38,61,581,2,1,22,587,10,525,58.7
912,Josh Reynolds,"6'3""",75,WR,DET,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,40,64,608,5,1,32,608,16,778,38
916,Josh Whyle,"6'7""",79,TE,TEN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,94,1,0,8,94,8,134,11.75
917,Joshua Dobbs,"6'3""",75,QB,MIN,2023,95,151,895,5,5,13,2,44,30,163,3,3,12,0,0,0,0,0,0,1058,5,319,211.6
918,Joshua Kelley,"5'11""",71,RB,LAC,2023,0,0,0,0,0,0,0,0,107,405,2,1,21,8,12,32,0,0,0,437,17,392,25.71
919,Josiah Deguara,"6'2""",74,TE,GB,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,65,0,0,3,65,4,83,16.25
920,JuJu Smith-Schuster,"6'1""",73,WR,NE,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,29,47,260,1,0,13,260,11,461,23.64
922,Julian Hill,"6'4""",76,TE,MIA,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,48,0,1,2,48,6,198,8
924,Julio Jones,"6'3""",75,WR,PHI,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,74,3,0,4,74,8,189,9.25
929,Justice Hill,"5'10""",70,RB,BAL,2023,0,0,0,0,0,0,0,0,84,387,3,0,18,28,39,206,1,1,8,593,16,436,37.06
933,Justin Fields,"6'3""",75,QB,CHI,2023,227,370,2562,16,9,44,7,121,124,657,4,3,43,0,0,0,0,0,0,3219,13,829,247.62
936,Justin Herbert,"6'0""",78,QB,LAC,2023,297,456,3134,20,7,29,3,150,52,228,3,1,16,1,1,10,0,0,1,3372,13,838,259.38
939,Justin Jefferson,"6'1""",73,WR,MIN,2023,0,1,0,0,0,0,0,0,1,-12,0,0,0,68,100,1074,5,1,51,1062,10,550,106.2
941,Justin Watson,"6'2""",74,WR,KC,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,27,53,460,3,1,21,460,15,496,30.67
942,Justyn Ross,"6'4""",76,WR,KC,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,53,0,0,2,53,5,89,10.6
943,Juwan Johnson,"6'4""",76,TE,NO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,37,59,368,4,0,23,368,13,555,28.31
945,Juwann Winfree,"6'1""",73,WR,IND,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,0
949,K.J. Osborn,"5'11""",71,WR,MIN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,48,75,540,3,1,28,540,15,788,36
951,Kadarius Toney,"6'0""",72,WR,KC,2023,0,1,0,0,0,0,0,0,11,31,0,0,2,27,38,169,1,1,12,200,13,230,15.38
956,Kalif Raymond,"5'8""",68,WR,DET,2023,0,0,0,0,0,0,0,0,7,75,0,0,2,35,44,489,1,0,20,564,17,348,33.18
959,Kareem Hunt,"5'11""",71,RB,CLE,2023,0,0,0,0,0,0,0,0,135,411,9,0,38,15,21,84,0,0,5,495,15,339,33
964,Kayshon Boutte,"6'0""",72,WR,NE,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,19,0,0,1,19,3,92,6.33
967,Keaton Mitchell,"5'8""",68,RB,BAL,2023,0,0,0,0,0,0,0,0,47,396,2,0,19,9,11,93,0,0,5,489,7,135,69.86
970,Keelan Doss,"6'3""",75,WR,LAC,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,33,0,0,1,33,2,78,16.5
971,Keenan Allen,"6'2""",74,WR,LAC,2023,1,2,49,1,0,0,0,1,2,6,0,0,1,108,150,1243,7,2,56,1298,13,779,99.85
973,Keith Kirkwood,"6'3""",75,WR,NO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,37,1,0,3,37,7,132,5.29
989,Kendre Miller,"6'0""",72,RB,NO,2023,0,0,0,0,0,0,0,0,41,156,1,0,10,10,11,117,0,0,5,273,7,109,39
990,Kendrick Bourne,"6'1""",73,WR,NE,2023,0,0,0,0,0,0,0,0,1,4,0,0,1,37,55,406,4,1,15,410,8,371,51.25
991,Kene Nwangwu,"6'1""",73,RB,MIN,2023,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,13,3,13,4.33
994,Kenneth Gainwell,"5'9""",69,RB,PHI,2023,1,1,17,0,0,0,0,1,84,364,2,3,19,30,37,183,0,0,11,564,16,442,35.25
995,Kenneth Walker,"5'9""",69,RB,SEA,2023,0,0,0,0,0,0,0,0,219,905,8,1,46,29,37,259,1,0,9,1164,15,0,77.6
998,Kenny Pickett,"6'3""",75,QB,PIT,2023,201,324,2070,6,4,23,0,91,42,54,1,2,12,0,0,0,0,0,0,2124,12,670,177
1000,Kenny Yeboah,"6'4""",76,TE,NYJ,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,28,0,0,1,28,2,48,14
1001,Kenyan Drake,"6'1""",73,RB,GB,2023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0
1010,Kevin Harris,"5'10""",70,RB,NE,2023,0,0,0,0,0,0,0,0,16,65,1,0,2,3,3,58,0,0,2,123,4,34,30.75
1014,Kevin Rader,"6'4""",76,TE,TEN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,0,0,6,2,29,3
1017,KhaDarel Hodge,"5'11""",71,WR,ATL,2023,0,0,0,0,0,0,0,0,1,0,0,1,0,14,23,232,0,0,13,232,13,297,17.85
1018,Khalil Herbert,"5'9""",69,RB,CHI,2023,0,0,0,0,0,0,0,0,132,611,2,0,25,20,31,134,1,1,9,745,12,357,62.08
1019,Khalil Shakir,"6'0""",72,WR,BUF,2023,0,0,0,0,0,0,0,0,1,10,0,0,1,39,45,611,2,0,26,621,16,597,38.81
1022,Kirk Cousins,"6'3""",75,QB,MIN,2023,216,311,2331,18,5,17,4,112,14,25,0,2,6,0,0,0,0,0,0,2356,8,512,294.5
1026,Ko Kieft,"6'5""",77,TE,TB,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,0,1,2,3,48,0.67
1032,Kwamie Lassiter,"5'11""",71,WR,CIN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,1,0,2
1033,Kyle Allen,"6'3""",75,QB,BUF,2023,0,0,0,0,0,0,0,0,13,-13,0,0,0,0,0,0,0,0,0,-13,6,36,-2.17
1036,Kyle Philips,"5'11""",71,WR,TEN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,181,0,0,9,181,8,129,22.62
1037,Kyle Pitts,"6'0""",78,TE,ATL,2023,0,0,0,0,0,0,0,0,1,-4,0,0,0,53,90,667,3,0,35,663,17,728,39
1039,Kyle Trask,"6'5""",77,QB,TB,2023,0,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,-1,2,3,-0.5
1041,Kylen Granson,"6'3""",75,TE,IND,2023,0,0,0,0,0,0,0,0,1,2,0,0,1,30,50,368,1,0,19,370,15,496,24.67
1042,Kyler Murray,"5'10""",70,QB,ARI,2023,176,268,1799,10,5,18,2,88,44,244,3,5,15,0,0,0,0,0,0,2043,8,538,255.38
1044,Kyren Williams,"5'9""",69,RB,LA,2023,0,0,0,0,0,0,0,0,228,1144,12,2,62,32,48,206,3,1,9,1350,12,678,112.5
1045,La'Mical Perine,"5'11""",71,RB,KC,2023,0,0,0,0,0,0,0,0,22,77,0,0,3,3,5,33,0,0,1,110,2,51,55
1051,Lamar Jackson,"6'2""",74,QB,BAL,2023,307,457,3678,24,7,37,7,167,148,821,5,4,48,0,0,0,0,0,0,4499,16,1040,281.19
1058,Laquon Treadwell,"6'2""",74,WR,BAL,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,16,0,0,1,16,1,43,16
1063,Latavius Murray,"6'3""",75,RB,BUF,2023,0,0,0,0,0,0,0,0,79,300,4,0,27,17,22,119,0,1,7,419,15,344,27.93
1064,Laviska Shenault,"6'1""",73,WR,CAR,2023,0,0,0,0,0,0,0,0,12,55,0,0,3,10,10,60,0,0,2,115,8,0,14.38
1065,Lawrence Cager,"6'5""",77,TE,NYG,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,36,1,0,2,36,3,36,12
1073,Leonard Fournette,"6'0""",72,RB,BUF,2023,0,0,0,0,0,0,0,0,12,40,0,0,2,0,0,0,0,0,0,40,2,26,20
1077,Lil'Jordan Humphrey,"6'4""",76,WR,DEN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,162,3,0,9,162,11,310,14.73
1079,Logan Thomas,"6'0""",78,TE,WAS,2023,0,0,0,0,0,0,0,0,1,2,0,0,1,55,78,496,4,2,21,498,16,732,31.12
1080,Logan Woodside,"6'2""",74,QB,ATL,2023,3,4,27,0,1,1,0,3,1,6,0,0,0,0,0,0,0,0,0,33,1,10,33
1083,Lucas Krull,"6'0""",78,TE,DEN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,95,1,0,5,95,7,166,13.57
1086,Luke Farrell,"6'5""",77,TE,JAX,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,155,0,0,5,155,9,257,17.22
1088,Luke Musgrave,"6'0""",78,TE,GB,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,34,46,352,1,0,14,352,11,468,32
1089,Luke Schoonmaker,"6'5""",77,TE,DAL,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,65,2,0,5,65,11,259,5.91
1092,Lynn Bowden,"6'1""",73,WR,NO,2023,0,0,0,0,0,0,0,0,5,32,0,1,3,11,16,83,0,0,2,115,8,0,14.38
1093,Mac Jones,"6'3""",75,QB,NE,2023,224,345,2120,10,12,22,2,100,26,96,0,1,11,0,0,0,0,0,0,2216,11,635,201.45
1095,Mack Hollins,"6'4""",76,WR,ATL,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,251,0,0,9,251,9,277,27.89
1100,Malik Heath,"6'2""",74,WR,GB,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,125,1,0,6,125,12,257,10.42
1101,Malik Taylor,"6'1""",73,WR,NYJ,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,13,0,0,0,13,2,28,6.5
1103,Malik Willis,"6'1""",73,QB,TEN,2023,4,5,74,0,0,4,0,1,5,21,0,1,1,0,0,0,0,0,0,95,2,20,47.5
1106,Marcedes Lewis,"6'0""",78,TE,CHI,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,29,1,0,2,29,5,127,5.8
1112,Marcus Mariota,"6'4""",76,QB,PHI,2023,15,23,164,1,1,3,1,10,8,52,0,0,6,0,0,0,0,0,0,216,2,42,108
1117,Mark Andrews,"6'5""",77,TE,BAL,2023,0,0,0,0,0,0,0,0,1,0,0,0,0,45,61,544,6,1,27,544,10,467,54.4
1127,Marquez Valdes-Scantling,"6'4""",76,WR,KC,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,21,42,315,1,1,14,315,16,618,19.69
1129,Marquise Brown,"5'9""",69,WR,ARI,2023,0,0,0,0,0,0,0,0,2,23,0,0,1,51,101,574,4,0,32,597,13,760,45.92
1130,Marquise Goodwin,"5'9""",69,WR,CLE,2023,0,0,0,0,0,0,0,0,4,33,0,0,2,4,13,67,0,0,1,100,10,102,10
1135,Marvin Jones,"6'2""",74,WR,DET,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,35,0,1,2,35,4,115,8.75
1137,Marvin Mims,"5'11""",71,WR,DEN,2023,0,0,0,0,0,0,0,0,9,30,0,0,2,22,33,377,1,0,9,407,15,372,27.13
1138,Mason Kinsey,"5'11""",71,WR,TEN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,6,1,3,6
1139,Mason Rudolph,"6'5""",77,QB,PIT,2023,55,74,719,3,0,6,2,26,10,8,0,1,4,0,0,0,0,0,0,727,4,199,181.75
1142,Matt Barkley,"6'2""",74,QB,JAX,2023,0,0,0,0,0,0,0,0,3,-3,0,0,0,0,0,0,0,0,0,-3,1,6,-3
1143,Matt Breida,"5'10""",70,RB,NYG,2023,0,0,0,0,0,0,0,0,55,151,1,0,7,17,21,88,0,1,2,239,15,279,15.93
1161,Matthew Stafford,"6'3""",75,QB,LA,2023,326,521,3965,24,11,30,0,187,21,65,0,0,4,0,0,0,0,0,0,4030,15,1000,268.67
1167,Mecole Hardman,"5'10""",70,WR,KC,2023,0,0,0,0,0,0,0,0,1,3,0,0,0,14,21,118,0,0,8,121,5,120,24.2
1169,Melvin Gordon,"6'1""",73,RB,BAL,2023,0,0,0,0,0,0,0,0,26,81,1,1,4,3,3,46,0,0,3,127,4,56,31.75
1174,Michael Carter,"5'8""",68,RB,ARI,2023,0,0,0,0,0,0,0,0,22,149,0,0,7,9,11,33,1,0,1,182,6,82,30.33
1180,Michael Gallup,"6'1""",73,WR,DAL,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,34,57,418,2,0,19,418,16,592,26.12
1183,Michael Mayer,"6'4""",76,TE,LV,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,27,40,304,2,0,19,304,12,536,25.33
1185,Michael Pittman,"6'4""",76,WR,IND,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,109,156,1152,4,1,53,1152,16,0,72
1188,Michael Thomas,"6'3""",75,WR,NO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,39,64,448,1,0,21,448,10,490,44.8
1191,Michael Wilson,"6'2""",74,WR,ARI,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,38,58,565,3,0,29,565,13,709,43.46
1197,Mike Evans,"6'5""",77,WR,TB,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,79,136,1255,13,0,54,1255,17,863,73.82
1198,Mike Gesicki,"6'0""",78,TE,NE,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,29,45,244,2,0,11,244,15,505,16.27
1203,Mike Strachan,"6'5""",77,WR,CAR,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,45,0,0,1,45,2,44,22.5
1206,Mike White,"6'5""",77,QB,MIA,2023,5,6,74,1,1,0,0,1,8,-9,0,1,0,0,0,0,0,0,0,65,6,53,10.83
1207,Mike Williams,"6'4""",76,WR,LAC,2023,0,0,0,0,0,0,0,0,1,3,0,0,0,19,26,249,1,0,9,252,3,167,84
1211,Miles Boykin,"6'4""",76,WR,PIT,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,0,0,0,17,4,39,4.25
1212,Miles Sanders,"5'11""",71,RB,CAR,2023,0,0,0,0,0,0,0,0,129,432,1,2,24,27,41,154,0,0,8,586,16,406,36.62
1214,Mitchell Trubisky,"6'2""",74,QB,PIT,2023,67,107,632,4,5,7,0,36,16,54,2,1,6,0,0,0,0,0,0,686,5,201,137.2
1215,Mitchell Wilcox,"6'4""",76,TE,CIN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,56,0,0,2,56,9,153,6.22
1216,Mo Alie-Cox,"6'5""",77,TE,IND,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,161,3,0,9,161,13,346,12.38
1220,MyCole Pruitt,"6'2""",74,TE,ATL,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,110,1,1,6,110,9,192,12.22
1224,Najee Harris,"6'1""",73,RB,PIT,2023,0,0,0,0,0,0,0,0,255,1035,8,2,51,29,38,170,0,0,9,1205,17,569,70.88
1225,Nate Adkins,"6'3""",75,TE,DEN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,22,0,0,1,22,4,25,5.5
1232,Nathan Peterman,"6'2""",74,QB,CHI,2023,0,0,0,0,0,1,1,0,2,-4,0,0,0,0,0,0,0,0,0,-4,1,3,-4
1234,Nelson Agholor,"6'0""",72,WR,BAL,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,35,45,381,4,1,19,381,16,559,23.81
1237,Nick Chubb,"5'11""",71,RB,CLE,2023,0,0,0,0,0,0,0,0,28,170,0,0,8,4,4,21,0,0,1,191,2,54,95.5
1240,Nick Mullens,"6'1""",73,QB,MIN,2023,100,148,1306,7,8,12,2,57,10,25,0,0,4,0,0,0,0,0,0,1331,5,244,266.2
1241,Nick Muse,"6'5""",77,TE,MIN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,0,0,1,22,1,2,22
1244,Nick Vannett,"6'0""",78,TE,LAC,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,3,1,26,3
1245,Nick Westbrook-Ikhine,"6'2""",74,WR,TEN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,28,45,370,3,0,18,370,13,572,28.46
1247,Nico Collins,"6'4""",76,WR,HOU,2023,0,0,0,0,0,0,0,0,1,7,0,0,0,80,109,1297,8,1,53,1304,15,668,86.93
1249,Noah Brown,"6'2""",74,WR,HOU,2023,0,0,0,0,0,0,0,0,1,-1,0,0,0,33,55,567,2,0,24,566,10,463,56.6
1250,Noah Fant,"6'4""",76,TE,SEA,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,32,43,414,0,0,16,414,14,494,29.57
1251,Noah Gray,"6'3""",75,TE,KC,2023,0,0,0,0,0,0,0,0,1,1,0,0,0,28,41,305,2,0,16,306,16,566,19.12
1258,Olamide Zaccheaus,"5'8""",68,WR,PHI,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,164,2,0,7,164,11,385,14.91
